1789716900.002283 server started (2187779): version 3.4, socket /tmp/tmux-1008/default, protocol 8
1789716900.002296 on Linux 7.0.0-28-generic #28~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Jul  1 15:50:57 UTC 2
1789716900.002301 using libevent 2.1.12-stable poll
1789716900.002303 using ncurses 6.4 20240113
1789716900.003146 yylex_token: end at WS
1789716900.003147 yylex_token: command-prompt
1789716900.003149 yylex_token: end at WS
1789716900.003150 yylex_token: -I#S
1789716900.003152 yylex_token: end at WS
1789716900.003153 yylex_token: rename-session
1789716900.003154 yylex_token: end at WS
1789716900.003155 yylex_token: --
1789716900.003157 yylex_token: end at WS
1789716900.003158 yylex_token: %%
1789716900.003167 cmd_parse_build_commands 0:0: bind
1789716900.003169 cmd_parse_build_commands 0:1: -N
1789716900.003171 cmd_parse_build_commands 0:2: Rename current session
1789716900.003172 cmd_parse_build_commands 0:3: $
1789716900.003174 cmd_parse_build_commands 0:4 0:0: command-prompt
1789716900.003176 cmd_parse_build_commands 0:4 0:1: -I#S
1789716900.003177 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1789716900.003179 cmd_parse_build_commands 0:4 0:2 0:1: --
1789716900.003180 cmd_parse_build_commands 0:4 0:2 0:2: %%
1789716900.003182 cmd_parse_build_commands 0:0: command-prompt
1789716900.003183 cmd_parse_build_commands 0:1: -I#S
1789716900.003185 cmd_parse_build_commands 0:2 0:0: rename-session
1789716900.003187 cmd_parse_build_commands 0:2 0:1: --
1789716900.003188 cmd_parse_build_commands 0:2 0:2: %%
1789716900.003190 cmd_parse_build_commands 0:0: rename-session
1789716900.003191 cmd_parse_build_commands 0:1: --
1789716900.003193 cmd_parse_build_commands 0:2: %%
1789716900.003195 args_parse_flags: next --
1789716900.003197 args_parse: flags end at 2 of 3
1789716900.003198 args_parse: 2 = %% (type STRING)
1789716900.003200 cmd_parse_build_commands: rename-session "%%"
1789716900.003203 args_parse_flags: next -I#S
1789716900.003204 args_parse_flag_argument: -I = #S
1789716900.003205 args_parse: flags end at 2 of 3
1789716900.003208 args_parse: 2 = rename-session "%%" (type COMMANDS)
1789716900.003211 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1789716900.003213 args_parse_flags: next -N
1789716900.003215 args_parse_flag_argument: -N = Rename current session
1789716900.003216 args_parse_flags: next $
1789716900.003217 args_parse: flags end at 3 of 5
1789716900.003219 args_parse: 3 = $ (type STRING)
1789716900.003222 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1789716900.003227 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1789716900.003231 cmdq_get_command: [bind-key/0x60e08003bab0] group 58
1789716900.003233 cmdq_append <global>: [bind-key/0x60e08003bab0]
1789716900.003235 yylex_token: end at WS
1789716900.003237 yylex_token: bind
1789716900.003239 yylex_token: end at WS
1789716900.003240 yylex_token: -N
1789716900.003242 yylex_token: end at WS
1789716900.003243 yylex_token: Split window horizontally
1789716900.003244 yylex_get_word: %
1789716900.003246 yylex_token: end at WS
1789716900.003248 yylex_token: split-window
1789716900.003249 yylex_token: end at WS
1789716900.003250 yylex_token: -h
1789716900.003252 cmd_parse_build_commands 0:0: bind
1789716900.003253 cmd_parse_build_commands 0:1: -N
1789716900.003255 cmd_parse_build_commands 0:2: Split window horizontally
1789716900.003257 cmd_parse_build_commands 0:3: %
1789716900.003258 cmd_parse_build_commands 0:4 0:0: split-window
1789716900.003260 cmd_parse_build_commands 0:4 0:1: -h
1789716900.003261 cmd_parse_build_commands 0:0: split-window
1789716900.003263 cmd_parse_build_commands 0:1: -h
1789716900.003265 args_parse_flags: next -h
1789716900.003267 args_parse_flags: -h
1789716900.003268 args_parse: flags end at 2 of 2
1789716900.003270 cmd_parse_build_commands: split-window -h
1789716900.003271 args_parse_flags: next -N
1789716900.003274 args_parse_flag_argument: -N = Split window horizontally
1789716900.003275 args_parse_flags: next %
1789716900.003276 args_parse: flags end at 3 of 5
1789716900.003278 args_parse: 3 = % (type STRING)
1789716900.003280 args_parse: 4 = split-window -h (type COMMANDS)
1789716900.003283 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1789716900.003286 cmdq_get_command: [bind-key/0x60e0800373d0] group 70
1789716900.003288 cmdq_append <global>: [bind-key/0x60e0800373d0]
1789716900.003289 yylex_token: end at WS
1789716900.003291 yylex_token: bind
1789716900.003292 yylex_token: end at WS
1789716900.003293 yylex_token: -N
1789716900.003295 yylex_token: end at WS
1789716900.003296 yylex_token: Kill current window
1789716900.003297 yylex_token: end at WS
1789716900.003299 yylex_token: &
1789716900.003301 yylex_token: end at WS
1789716900.003302 yylex_token: confirm-before
1789716900.003304 yylex_token: end at WS
1789716900.003305 yylex_token: -pkill-window #W? (y/n)
1789716900.003307 yylex_token: end at WS
1789716900.003308 yylex_token: kill-window
1789716900.003310 cmd_parse_build_commands 0:0: bind
1789716900.003311 cmd_parse_build_commands 0:1: -N
1789716900.003313 cmd_parse_build_commands 0:2: Kill current window
1789716900.003314 cmd_parse_build_commands 0:3: &
1789716900.003316 cmd_parse_build_commands 0:4 0:0: confirm-before
1789716900.003318 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1789716900.003319 cmd_parse_build_commands 0:4 0:2: kill-window
1789716900.003321 cmd_parse_build_commands 0:0: confirm-before
1789716900.003323 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1789716900.003324 cmd_parse_build_commands 0:2: kill-window
1789716900.003326 args_parse_flags: next -pkill-window #W? (y/n)
1789716900.003327 args_parse_flag_argument: -p = kill-window #W? (y/n)
1789716900.003329 args_parse_flags: next kill-window
1789716900.003330 args_parse: flags end at 2 of 3
1789716900.003332 args_parse: 2 = kill-window (type STRING)
1789716900.003335 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1789716900.003337 args_parse_flags: next -N
1789716900.003338 args_parse_flag_argument: -N = Kill current window
1789716900.003340 args_parse_flags: next &
1789716900.003341 args_parse: flags end at 3 of 5
1789716900.003343 args_parse: 3 = & (type STRING)
1789716900.003350 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1789716900.003354 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1789716900.003357 cmdq_get_command: [bind-key/0x60e08003c910] group 78
1789716900.003359 cmdq_append <global>: [bind-key/0x60e08003c910]
1789716900.003362 yylex_token: end at WS
1789716900.003366 yylex_token: bind
1789716900.003367 yylex_token: end at WS
1789716900.003368 yylex_token: -N
1789716900.003370 yylex_token: end at WS
1789716900.003372 yylex_token: Prompt for window index to select
1789716900.003374 yylex_token: end at WS
1789716900.003375 yylex_token: '
1789716900.003377 yylex_token: end at WS
1789716900.003378 yylex_token: command-prompt
1789716900.003379 yylex_token: end at WS
1789716900.003380 yylex_token: -T
1789716900.003382 yylex_token: end at WS
1789716900.003384 yylex_token: window-target
1789716900.003385 yylex_token: end at WS
1789716900.003386 yylex_token: -pindex
1789716900.003388 yylex_token: end at WS
1789716900.003389 yylex_token: select-window
1789716900.003391 yylex_token: end at WS
1789716900.003392 yylex_token: -t
1789716900.003393 yylex_token: end at WS
1789716900.003395 yylex_token: :%%
1789716900.003397 cmd_parse_build_commands 0:0: bind
1789716900.003398 cmd_parse_build_commands 0:1: -N
1789716900.003400 cmd_parse_build_commands 0:2: Prompt for window index to select
1789716900.003401 cmd_parse_build_commands 0:3: '
1789716900.003403 cmd_parse_build_commands 0:4 0:0: command-prompt
1789716900.003404 cmd_parse_build_commands 0:4 0:1: -T
1789716900.003405 cmd_parse_build_commands 0:4 0:2: window-target
1789716900.003407 cmd_parse_build_commands 0:4 0:3: -pindex
1789716900.003409 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1789716900.003410 cmd_parse_build_commands 0:4 0:4 0:1: -t
1789716900.003412 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1789716900.003414 cmd_parse_build_commands 0:0: command-prompt
1789716900.003415 cmd_parse_build_commands 0:1: -T
1789716900.003417 cmd_parse_build_commands 0:2: window-target
1789716900.003418 cmd_parse_build_commands 0:3: -pindex
1789716900.003419 cmd_parse_build_commands 0:4 0:0: select-window
1789716900.003421 cmd_parse_build_commands 0:4 0:1: -t
1789716900.003422 cmd_parse_build_commands 0:4 0:2: :%%
1789716900.003424 cmd_parse_build_commands 0:0: select-window
1789716900.003426 cmd_parse_build_commands 0:1: -t
1789716900.003427 cmd_parse_build_commands 0:2: :%%
1789716900.003429 args_parse_flags: next -t
1789716900.003431 args_parse_flag_argument: -t = :%%
1789716900.003432 args_parse: flags end at 3 of 3
1789716900.003435 cmd_parse_build_commands: select-window -t ":%%"
1789716900.003437 args_parse_flags: next -T
1789716900.003439 args_parse_flag_argument: -T = window-target
1789716900.003440 args_parse_flags: next -pindex
1789716900.003441 args_parse_flag_argument: -p = index
1789716900.003443 args_parse: flags end at 4 of 5
1789716900.003446 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1789716900.003450 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1789716900.003451 args_parse_flags: next -N
1789716900.003453 args_parse_flag_argument: -N = Prompt for window index to select
1789716900.003455 args_parse_flags: next '
1789716900.003456 args_parse: flags end at 3 of 5
1789716900.003457 args_parse: 3 = ' (type STRING)
1789716900.003461 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1789716900.003466 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1789716900.003469 cmdq_get_command: [bind-key/0x60e08003db20] group 86
1789716900.003471 cmdq_append <global>: [bind-key/0x60e08003db20]
1789716900.003474 yylex_token: end at WS
1789716900.003476 yylex_token: bind
1789716900.003477 yylex_token: end at WS
1789716900.003478 yylex_token: -N
1789716900.003480 yylex_token: end at WS
1789716900.003482 yylex_token: Switch to previous client
1789716900.003483 yylex_token: end at WS
1789716900.003484 yylex_token: (
1789716900.003486 yylex_token: end at WS
1789716900.003487 yylex_token: switch-client
1789716900.003489 yylex_token: end at WS
1789716900.003490 yylex_token: -p
1789716900.003492 cmd_parse_build_commands 0:0: bind
1789716900.003493 cmd_parse_build_commands 0:1: -N
1789716900.003495 cmd_parse_build_commands 0:2: Switch to previous client
1789716900.003498 cmd_parse_build_commands 0:3: (
1789716900.003500 cmd_parse_build_commands 0:4 0:0: switch-client
1789716900.003501 cmd_parse_build_commands 0:4 0:1: -p
1789716900.003503 cmd_parse_build_commands 0:0: switch-client
1789716900.003505 cmd_parse_build_commands 0:1: -p
1789716900.003508 args_parse_flags: next -p
1789716900.003509 args_parse_flags: -p
1789716900.003510 args_parse: flags end at 2 of 2
1789716900.003512 cmd_parse_build_commands: switch-client -p
1789716900.003514 args_parse_flags: next -N
1789716900.003516 args_parse_flag_argument: -N = Switch to previous client
1789716900.003517 args_parse_flags: next (
1789716900.003519 args_parse: flags end at 3 of 5
1789716900.003520 args_parse: 3 = ( (type STRING)
1789716900.003522 args_parse: 4 = switch-client -p (type COMMANDS)
1789716900.003526 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1789716900.003528 cmdq_get_command: [bind-key/0x60e08003e080] group 98
1789716900.003530 cmdq_append <global>: [bind-key/0x60e08003e080]
1789716900.003531 yylex_token: end at WS
1789716900.003533 yylex_token: bind
1789716900.003534 yylex_token: end at WS
1789716900.003536 yylex_token: -N
1789716900.003537 yylex_token: end at WS
1789716900.003538 yylex_token: Switch to next client
1789716900.003540 yylex_token: end at WS
1789716900.003541 yylex_token: )
1789716900.003543 yylex_token: end at WS
1789716900.003544 yylex_token: switch-client
1789716900.003545 yylex_token: end at WS
1789716900.003547 yylex_token: -n
1789716900.003549 cmd_parse_build_commands 0:0: bind
1789716900.003550 cmd_parse_build_commands 0:1: -N
1789716900.003552 cmd_parse_build_commands 0:2: Switch to next client
1789716900.003553 cmd_parse_build_commands 0:3: )
1789716900.003555 cmd_parse_build_commands 0:4 0:0: switch-client
1789716900.003556 cmd_parse_build_commands 0:4 0:1: -n
1789716900.003558 cmd_parse_build_commands 0:0: switch-client
1789716900.003560 cmd_parse_build_commands 0:1: -n
1789716900.003562 args_parse_flags: next -n
1789716900.003563 args_parse_flags: -n
1789716900.003565 args_parse: flags end at 2 of 2
1789716900.003567 cmd_parse_build_commands: switch-client -n
1789716900.003568 args_parse_flags: next -N
1789716900.003570 args_parse_flag_argument: -N = Switch to next client
1789716900.003571 args_parse_flags: next )
1789716900.003573 args_parse: flags end at 3 of 5
1789716900.003574 args_parse: 3 = ) (type STRING)
1789716900.003576 args_parse: 4 = switch-client -n (type COMMANDS)
1789716900.003580 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1789716900.003582 cmdq_get_command: [bind-key/0x60e08003e280] group 106
1789716900.003584 cmdq_append <global>: [bind-key/0x60e08003e280]
1789716900.003587 yylex_token: end at WS
1789716900.003588 yylex_token: bind
1789716900.003590 yylex_token: end at WS
1789716900.003591 yylex_token: -N
1789716900.003592 yylex_token: end at WS
1789716900.003594 yylex_token: Rename current window
1789716900.003596 yylex_token: end at WS
1789716900.003597 yylex_token: ,
1789716900.003598 yylex_token: end at WS
1789716900.003599 yylex_token: command-prompt
1789716900.003601 yylex_token: end at WS
1789716900.003602 yylex_token: -I#W
1789716900.003604 yylex_token: end at WS
1789716900.003605 yylex_token: rename-window
1789716900.003607 yylex_token: end at WS
1789716900.003608 yylex_token: --
1789716900.003609 yylex_token: end at WS
1789716900.003610 yylex_token: %%
1789716900.003613 cmd_parse_build_commands 0:0: bind
1789716900.003614 cmd_parse_build_commands 0:1: -N
1789716900.003615 cmd_parse_build_commands 0:2: Rename current window
1789716900.003617 cmd_parse_build_commands 0:3: ,
1789716900.003618 cmd_parse_build_commands 0:4 0:0: command-prompt
1789716900.003620 cmd_parse_build_commands 0:4 0:1: -I#W
1789716900.003622 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1789716900.003623 cmd_parse_build_commands 0:4 0:2 0:1: --
1789716900.003624 cmd_parse_build_commands 0:4 0:2 0:2: %%
1789716900.003626 cmd_parse_build_commands 0:0: command-prompt
1789716900.003629 cmd_parse_build_commands 0:1: -I#W
1789716900.003631 cmd_parse_build_commands 0:2 0:0: rename-window
1789716900.003633 cmd_parse_build_commands 0:2 0:1: --
1789716900.003634 cmd_parse_build_commands 0:2 0:2: %%
1789716900.003636 cmd_parse_build_commands 0:0: rename-window
1789716900.003637 cmd_parse_build_commands 0:1: --
1789716900.003639 cmd_parse_build_commands 0:2: %%
1789716900.003641 args_parse_flags: next --
1789716900.003642 args_parse: flags end at 2 of 3
1789716900.003644 args_parse: 2 = %% (type STRING)
1789716900.003646 cmd_parse_build_commands: rename-window "%%"
1789716900.003648 args_parse_flags: next -I#W
1789716900.003649 args_parse_flag_argument: -I = #W
1789716900.003651 args_parse: flags end at 2 of 3
1789716900.003653 args_parse: 2 = rename-window "%%" (type COMMANDS)
1789716900.003656 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1789716900.003658 args_parse_flags: next -N
1789716900.003660 args_parse_flag_argument: -N = Rename current window
1789716900.003661 args_parse_flags: next ,
1789716900.003662 args_parse: flags end at 3 of 5
1789716900.003664 args_parse: 3 = , (type STRING)
1789716900.003667 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1789716900.003671 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1789716900.003674 cmdq_get_command: [bind-key/0x60e08003ee30] group 114
1789716900.003676 cmdq_append <global>: [bind-key/0x60e08003ee30]
1789716900.003679 yylex_token: end at WS
1789716900.003680 yylex_token: bind
1789716900.003681 yylex_token: end at WS
1789716900.003683 yylex_token: -N
1789716900.003685 yylex_token: end at WS
1789716900.003686 yylex_token: Delete the most recent paste buffer
1789716900.003688 yylex_token: end at WS
1789716900.003689 yylex_token: -
1789716900.003690 yylex_token: end at WS
1789716900.003692 yylex_token: delete-buffer
1789716900.003694 cmd_parse_build_commands 0:0: bind
1789716900.003695 cmd_parse_build_commands 0:1: -N
1789716900.003697 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1789716900.003698 cmd_parse_build_commands 0:3: -
1789716900.003700 cmd_parse_build_commands 0:4 0:0: delete-buffer
1789716900.003702 cmd_parse_build_commands 0:0: delete-buffer
1789716900.003704 args_parse: flags end at 1 of 1
1789716900.003706 cmd_parse_build_commands: delete-buffer
1789716900.003707 args_parse_flags: next -N
1789716900.003708 args_parse_flag_argument: -N = Delete the most recent paste buffer
1789716900.003710 args_parse_flags: next -
1789716900.003712 args_parse: flags end at 3 of 5
1789716900.003713 args_parse: 3 = - (type STRING)
1789716900.003715 args_parse: 4 = delete-buffer (type COMMANDS)
1789716900.003718 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1789716900.003720 cmdq_get_command: [bind-key/0x60e08003fb80] group 126
1789716900.003722 cmdq_append <global>: [bind-key/0x60e08003fb80]
1789716900.003724 yylex_token: end at WS
1789716900.003725 yylex_token: bind
1789716900.003726 yylex_token: end at WS
1789716900.003728 yylex_token: -N
1789716900.003730 yylex_token: end at WS
1789716900.003731 yylex_token: Move the current window
1789716900.003732 yylex_token: end at WS
1789716900.003733 yylex_token: .
1789716900.003735 yylex_token: end at WS
1789716900.003737 yylex_token: command-prompt
1789716900.003738 yylex_token: end at WS
1789716900.003739 yylex_token: -T
1789716900.003740 yylex_token: end at WS
1789716900.003742 yylex_token: target
1789716900.003743 yylex_token: end at WS
1789716900.003744 yylex_token: move-window
1789716900.003746 yylex_token: end at WS
1789716900.003747 yylex_token: -t
1789716900.003749 yylex_token: end at WS
1789716900.003750 yylex_token: %%
1789716900.003752 cmd_parse_build_commands 0:0: bind
1789716900.003753 cmd_parse_build_commands 0:1: -N
1789716900.003755 cmd_parse_build_commands 0:2: Move the current window
1789716900.003757 cmd_parse_build_commands 0:3: .
1789716900.003758 cmd_parse_build_commands 0:4 0:0: command-prompt
1789716900.003768 cmd_parse_build_commands 0:4 0:1: -T
1789716900.003770 cmd_parse_build_commands 0:4 0:2: target
1789716900.003772 cmd_parse_build_commands 0:4 0:3 0:0: move-window
